jemanden mit Vorwürfen überhäufen;to heap reproaches on
Diese Tabletten halfen mir nicht.;These pills did me no good.
Legen Sie etwas für schlechte Zeiten zurück!;Put something by for a rainy day!
Er ließ sich entschuldigen.;He asked to be excused.
Es zieht!;There's a draught!
lumpige drei Schillinge;a paltry three shillings
ein guter Ruf;a good reputation
In liebevoller Sorge begleitet sie ihn.;With tender and loving care she follows him.
Warten Sie, bis Sie dran sind!;Wait your turn!
für bare Münze;at face value
von der Bildfläche verschwinden;to vanish into thin air
geradeheraus;from the shoulder
Draufgänger;dare-devil
Er kann sich alles erlauben!;He gets away with everything!
Schadenersatz zahlen;to pay damages
Wir tun nur so.;We're only pretending.
sich krank melden;to report sick
das Leben kennen lernen;to see life
Schaden anrichten;to do harm
Er reißt sich keine Beine aus. / Der reißt keine Bäume aus.;He won't set the Thames on fire.
drunter und drüber;higgledy-piggledy
retten, was zu retten ist / gute Miene zum bösen Spiel machen;to make the best of a bad job
Das mache ich im Schlaf.;I can do it on my head.
ein neues Leben beginnen / ein neues Kapitel aufschlagen;to turn over a new leaf
Vielen Dank für Ihren Anruf!;Thanks for calling!
ein Tropfen auf den heißen Stein;a drop in the bucket
eine typische Frau;a daughter of Eve
mit der größten Selbstverständlichkeit;like a duck takes the water
nicht die leichteste Spur von Müdigkeit;not even a suggestion of fatigue
neulich;the other day
immer wieder;over and over again / time and again
reichlich Lob spenden;to be ungrudging in
Sie machen sich keinen Begriff!;You've no idea!
reif zum Verschrotten;fit only for a knocker's yard
Sie sollten sich schämen!;You ought to be ashamed of yourself!
Zahlen zusammenzählen;to add up figures
von Luxus umgeben;in the lap of luxury
Krokodilstränen;crocodile tears / false tears
Er flucht wie ein Landsknecht.;He talks Billingsgate.
Lass dich nicht unterkriegen!;Keep your tail up!
in Gang setzen;to put in train
Er trinkt viel.;He's a heavy drinker.
Es liegt ihr in der Natur.;It's in her nature.
mitten am Tage / am helllichten Tag;in broad daylight
Du hast gut reden!;You can talk!
Sie hat nichts zum Anziehen.;She has not a rag to put on.
Sie gab sich ihm hin.;She gave herself up to him.
mit monatlicher Kündigung;subject to a month's notice
Es fiel mir recht schwer.;I had a job to do it.
mit der Tür ins Haus fallen;to go like a bull at a gate
Ich wurde bis auf die Haut nass.;I got soaked to the skin.
ein dunkles Geheimnis;a dark secret
Der Zug müsste schon da sein.;The train is already due.
leiser werden;to soften
es allen Leuten recht machen wollen;to try to suit everybody
Sei mir nicht böse.;Don't be cross with me.
nur fürs Auge;mere window-dressing
auf hoher See;on the high seas
der Zahn der Zeit;the ravages of time
Sie hatte Mitleid mit ihm.;She had pity on him.
Es ist ihm zu verdanken.;It's due to him.
kurz zusammengefasst;in a nutshell
nur zu gut;only too well
mehr als genug;enough and to spare
Das geht Sie nichts an!;That's nothing to you! / That's none of your business! / That doesn't regard you!
Er ist schrecklich langweilig.;He's an awful bore.
ein Problem lösen;to resolve a problem / to solve a problem / to put the axe in the helve
Bedienungsanleitung;instruction manual
Er hat Haare auf den Zähnen.;He has a sharp tongue.
im Handumdrehen;in the twinkling of an eye / before you can say Jack Robinson
sich vordrängeln;to jump the queue
sich die größte Mühe geben;to try hard
eine Politik verfolgen;to pursue a policy
nicht der Beachtung wert;beneath notice
traumhaft schön;a perfect dream
Reden Sie nicht um den heißen Brei herum!;Don't beat about the bush!
Das ist die Höhe!;That's the limit!
Er baut Luftschlösser.;He throws his cap over the mill.
baff sein;to be flabbergasted
Glückspilz;lucky beggar / lucky dog
im Notfall;at a push
auf die Dauer / auf lange Sicht;in the long run
Es ist klipp und klar.;It's clear as daylight.
Was kann man noch tun?;What remains to be done?
zur Wahl gehen;to go to the polls
Sie haben einen Tag frei!;You've a day off!
in Reparatur;under repair
Ich setze alles auf eine Karte.;I put all my eggs in one basket.
ein kleiner Schelm;a naughty little beggar
Ich werde mich sofort darum kümmern!;I'll see to it at once!
Er hat einen Klaps.;He's round the bend. fam
Was nützt es?;Of what avail is it?
ein für allemal;once for all
ein Denkzettel;one in the eye
mit Kind und Kegel;with kith and kin
die Ruhe selbst sein;to be as cool as a cucumber
Er hat es geschafft.;He brought home the bacon.
Sie hat kein Kunstempfinden!;She has no feeling for art!
äußerst amüsant;as good as a play
der Sache nachgehen;to go into the matter
auf Scheidung klagen;to sue for a divorce
Darf ich Ihnen behilflich sein?;Can I give you a hand?
Umgangssprache;common speech
einen Wink mit dem Zaunpfahl geben;to give a broad hint
Er versteht keinen Spaß.;He can't take a joke.
Das beleidigt mein Auge.;It offends my eye.
Haben Sie sich gut unterhalten?;Did you have a nice time?
Erkundigungen einziehen (über);to make inquiries (about)
in Saus und Braus leben;to live on the fat of the land
Ich kann nicht klug daraus werden.;I can't make head or tail of it.
Das geht über meinen Horizont / Verstand.;That's over / above my head.
ans Telefon gehen;to answer the phone
keine Macht der Welt;nothing on earth
Sie verstehen ihn.;They sympathize with him.
Sie ist wieder zu Hause.;She's back home.
allem Anschein nach;to all appearances
sein blaues Wunder erleben;to get the shock of one’s life / to be for the high jump
luftkrank sein;to be air-sick
Es geht über alle Begriffe.;It's past comprehension.
in bezug auf;with regard to
Sie ist entschlossen zu gehen.;She's bent on going.
auf jeden Fall;at any rate / at any case
der einzige Ausweg;the only way out
eine Portion Eis;a dish of ice-cream
seine Angelegenheiten in Ordnung bringen;to order one's affairs
Der Mond nimmt ab.;The moon is waning.
Sie luden Freund und Feind ein.;They invited friend and foe.
Reklameschönheit;glamour-girl
die Hosen anhaben;to wear the breeches
Er entging knapp dem Tode.;He just escaped being killed.
Ich lese sehr gern.;I am fond of reading.
Gesundheitszustand;state of health
zu gleichen Bedingungen / auf gleiche Weise;on equal terms
ein Vermögen machen;to make a fortune
den Hörer auflegen;to ring off
Danach kräht kein Hahn!;Nobody cares two hoots about it!
Ich beneide Sie um Ihre Ruhe!;I envy your calm!
guter Durchschnitt;fair average
Es ist mir nicht zum Lachen.;I'm in no laughing mood.
Er versuchte es mir anzudrehen.;He tried to palm it off on me.
Sie brachte mich auf die Palme.;She drove me crazy.
Er ist ein paar Tage verreist.;He's gone for a few days.
Da hast du mich drangekriegt.;You've got me there.
Der Teufel ist los!;The fat is in the fire!
Mir ist sie zu leichtsinnig.;For me she's too frivolous.
aufs Ganze gehen;to go the whole hog
Das genügt.;That will do.
die Hosen voll haben;to be in a blue funk
Wir können es erst im nächsten Jahr erfahren.;We shall not know until next year.
Lass mich in Frieden!;Don't bother me!
Das will viel sagen.;That's saying a lot.
beim augenblicklichen Stand der Dinge;as things are now
Und ob ich es weiß!;Don't I know it!
höchst zuverlässig;loyal and faithful
Auswendig kann ich Ihnen nichts sagen.;I can't tell you off-hand.
Er war durch und durch Student.;He was an out and out student.
der richtige Tipp;the straight tip
Schau nicht so dumm!;Don't look like that!
auf Pump;on the nod
etwas wird knapp (Vorräte etc.);to run out of something
ein Brett vor dem Kopf haben;to be a blockhead
Ihre Schlussfolgerung leuchtet mir nicht ein.;I don't see your conclusion.
Ich habe es satt!;I'm fed up with it! / I'm tired of it!
Verwaltungsapparat;administrative organization
Irgendetwas ist immer dran.;No smoke without a fire.
Er zählt überhaupt nicht.;He simply doesn't count.
auf den ersten Blick;at first blush / at first sight
sich aufregen über;to have strong feelings about
Es ist völlig töricht!;It's perfectly silly!
ein treuer Freund;a fast friend
Sie haben uns sehr gefehlt!;We've missed you badly!
aus Mangel an;for lack of
mit nachweisbaren Erfolgen;with a proven record of success
vieles gemeinsam haben;to have a lot in common
Sie ist sehr mager geworden.;She's grown very thin.
den Nagel auf den Kopf treffen / ins Schwarze treffen / zutreffend sein;to be dead-on / to hit the bull's-eye / to hit the nail on the head / to hit the mark / to take the biscuit
Bürokratismus;red tape
Er hat nicht das Zeug dazu.;He hasn't got it in him.
Sie ist schwach in Französisch.;She's weak in French.
nicht offiziell;off the record
sich voll essen;to eat to repletion
Die Leitung ist besetzt. / Das Telefon ist besetzt.;The line is busy / engaged / occupied.
aufpassen;to pay attention
einen großen Umweg machen;to go a long way round
Ich zahlte es ihm mit gleicher Münze heim.;I paid him out in his own coin.
Die Frist läuft.;The period runs.
Das geht zu weit!;That's going too far!
unerreichbar;out of reach
Er tut nur so.;He’s just / only pretending.
Scher dich zum Teufel!;Go to hell! / Drop dead!
Wir brachten ihn zum Sprechen.;We made him talk.
sich wohlfühlen;to feel good
gern haben;to be fond of
Das Abendessen hat mir geschmeckt.;I enjoyed my supper.
eine Halbtagsstelle / eine Halbtagsarbeit;a part-time job
zweitklassig;second class
leeres Gerede;idle talk
Sie ist piekfein gekleidet.;She's dressed up to the nines.
Das sind keine Tatsachen.;It's all make-believe.
Dieses Buch liest sich gut.;This book makes good reading.
Die Farben passen nicht zusammen.;The colours do not match.
Du bist wohl nicht recht gescheit!;You must be out of your mind!
im Urlaub sein;to be on holiday
sich über etwas keine Gedanken machen;to be unconcerned about
Komm ganz bestimmt!;Don't fail to come!
allgemeine Wehrpflicht;compulsory military service
Sein Ehrgeiz kennt keine Grenzen.;There's no limit to his ambition.
Das ist nicht zu verachten!;That's not to be sneezed!
Ansicht / Meinung / Gesichtspunkt;point of view
Menschenskind!;Man alive!
Er ist quicklebendig.;He is alive and kicking.
Es hörte auf zu regnen.;The rain passed off.
Es klingt richtig.;It rings true.
Namen in eine Liste eintragen;to enter names on a list
tief ergriffen sein;to be deeply moved
ein Sprung ins Ungewisse / ein Sprung ins kalte Wasser;a leap in the dark
die Tür aufmachen;to answer the bell
Gebrauch machen von;to make use of
einer Partei beitreten;to join a party
schön warm;nice and warm
ein ganz gerissener / durchtriebener Kerl;a smooth customer
Hiobsbotschaft;Job's news
Früher wohnten wir auf dem Lande.;We used to live in the country.
Es geht drunter und drüber!;It's all haywire!
Ich kann nichts dafür!;I can't help it!
sich verirren;to lose one's way
die geringste Aussicht;the ghost of a chance
Er ging heimwärts.;He stroke for home.
das Wort ergreifen;to rise to speak
Er ist gar nicht so dumm.;He knows a thing or two.
frostfreier Winter;open winter
kreuzfidel;happy as a king
Es lässt sich nicht ändern.;It can't be helped.
das große Los ziehen;to hit the jackpot
ein genialer Mann;a man of genius
keinen Zweifel lassen;to leave no doubt
total blau;drunk as a lord
Wessen Idee ist das?;Who's the brain behind?
Ich weiß nicht, was ich tun soll.;I’m at a loss what to do. / I don’t know what to do.
eine klare Sache;a plain sailing
Es gießt in Strömen.;It's pouring with rain.
Eine schöne Unordnung!;A precious mess!
zum Spaß;for the fun of it / for a lark
Bitten Sie sie herein.;Ask her in.
Schluss damit!;There's an end of it!
geradewegs auf jemanden zugehen;to make a bee-line
Was macht es schon aus?;What's the odds?
Mein Name ist Hase. / Ich weiß von nichts.;I haven't got a clue.
jemandem Honig um den Bart schmieren;to butter someone up
Das waren noch Zeiten!;Those were the days!
das Geschäft aufgeben;to go out of business
ein Strohmann;a man of straw
sich sonderbar benehmen;to behave in a strange fashion
Es ist zu Ende.;It's all over.
Krach schlagen;to make a row / to raise hell / to raise the root
Was halten Sie davon?;How do you feel about this? / How does it strike you? / What do you make of it?
sich durchsetzen;to win recognition
Ich hörte es zufällig.;I chanced to hear it.
zu Pferde;on horseback
Das macht nichts! / Lass gut sein! / Vergiss es!;Never mind!
schlimmstenfalls;at the worst / at worst
Wie ist sie mit dir verwandt?;What relation is she to you?
eine Engelsgeduld;a patience of Job
verzweiflungsvoller Kummer;grief and despair
alle zwei Jahre;every two years
Kraftausdrücke;a strong language
Ich komme auf einen Sprung vorbei.;I'll just drop in for a second.
Sie wollte es einfach nicht glauben.;She refused to believe it.
Es ist seine Sache. / Es liegt an ihm.;It's up to him.
Geh und wasch dich!;Go and have a wash!
Es fehlte ihm der Mut dazu.;He lacked the courage to do it.
ein zweistöckiges Haus;a two-story building
aktenkundig;on records
Er ist hilfsbereit.;He's being helpful.
einen Antrag stellen;to make a motion
unter keiner Bedingung;on no condition
zur Messe gehen;to go to Mass
zerschmettern;to dash to pieces
ganze Arbeit leisten;to make a good job of it
so klug wie zuvor;none the wiser
ohne Beispiel;without precedent
Das dürfte Ihnen bekannt sein.;You're probably aware of it.
das Protokoll führen;to keep the minutes
Tapetenwechsel;change of scene
Das ist ihr völlig schnuppe.;She doesn't care a hang.
hungrig wie ein Wolf;hungry as a hunter
sein Glück mit Füßen treten;to spurn one's fortune
Das muss man ihm lassen!;Give him his due!
Ich wurde vertraut mit ihm.;I became familiar with him.
auf dem Strich;on the game / on the streets fam
Sie ist in fieberhafter Aufregung!;She's in a fever of excitement!
übrigens;by the way
Spaß beiseite!;All jokes aside!
Ich gewinne bestimmt!;I stand to win!
das Wesentliche nicht begreifen;to miss the point
sinnlos betrunken;dead drunk
Er hält große Stücke auf Sie.;He thinks the world of you.
Wir sahen es zufällig.;We happened to see it.
Papier ist geduldig.;Paper doesn't blush. / You can say what you like on paper.
jemandem Zeit lassen;to give someone time
Er geht stempeln.;He's on the dole.
Ich bemerkte es nicht.;It escaped my notice.
verklingen;to die away
ungefähr das gleiche;roughly the same
eine Rede halten;to deliver a speech
Es liegt ihm nicht.;It's not in him.
Sie kam als letzte.;She came last.
völlige Verzweiflung;black despair
außer Betrieb;out of order
nach reiflichem Nachdenken;after careful consideration
Wohnungsnot;housing shortage
zu einer Entscheidung gelangen;to arrive at a decision
Bargeld einnehmen;to take in cash
mutig sein;to have a nerve
Wahlen durchführen;to hold elections
Damit können Sie bei mir nicht landen.;That cuts no ice with me.
Er macht die Runde.;He's on his beat.
Er fand viel Arbeit vor.;He found plenty of work to do.
Du treibst die Dinge zu weit.;You carry things too far.
Ich habe Wichtigeres zu tun!;I've other fish to fry!
Zeit und Ort bestimmen;to set time and place
Wie verbringen Sie Ihre Freizeit?;What do you do in your spare time?
keinen Pfifferling wert;not worth a straw / not worth a rush
energisch auftreten;to put one's foot down
Die ganze Sache sieht verdächtig aus.;The whole thing looks fishy.
am Straßenrand;at the roadside
Die Nachricht ist gut.;The news is good.
eine Menge Kies;lots of lolly
genau derselbe;the very same
Es ist eine Affenschande.;It's a beastly shame.
Das ist nicht ohne!;That's not half bad!
Er ist mir ein Dorn im Auge.;He's a thorn in my side / flesh.
zu Fuß;on foot
Er erschien nicht.;He failed to appear.
in gutem Zustand;in good conditions
Machen Sie, was Sie wollen!;Have it your own way!
Er tickt nicht richtig!;He's wrong in the garret!
sagen Sie mir bitte;kindly tell me
flach wie ein Brett;as flat as a pancake
großspurig reden;to talk large
Abgemacht!;It's a bargain! / It's a deal!
Geld spielt keine Rolle.;Money is no consideration. / Money is no object. / Money is not an issue.
Glück haben;to be fortunate / to be lucky
Sie sollten mich kennen!;I'll give you what for!
kurz gesagt / um es kurz zu machen;to cut a long story short
(Autofahrer, der Fahrerflucht begeht);hit-and-run driver
Prestigeverlust;loss of face
bei näherem Nachdenken / nach reiflicher Überlegung;on second thoughts
losheulen;to turn on the waters
Gedankengang;train of thoughts
Ihre Chancen sind gering.;Your chances are small.
Leute von Rang;people of position
Er macht nicht viele Worte.;He's a man of few words.
in einem Hotel absteigen / wohnen / übernachten;to stay at a hotel
etwas zu Gesicht bekommen;to set eyes on something
Entschuldigen Sie bitte!;You've my apologies!
Man hat dich reingelegt!;You've been had!
Lass mich an der Ecke aussteigen! / Lassen Sie mich an der Ecke aussteigen!;Drop me at the corner!
Dass ich nicht lache!;Don't make me laugh!
sich zurückhalten;to abstain from doing something / to hold one's horses
Haben Sie Feuer?;Do you have a light?
eine Selbstverständlichkeit;a matter of course
Die Leitung ist tot.;The line's gone dead.
Er wird daraus nicht klug.;He can't make head or tail of it.
Hol ihn der Teufel!;Curse him!
flüstern;to speak under breath
Rechnen Sie nicht mit mir!;You can count me out!
gelegen kommen;to come in handy
sich hundeelend fühlen;to feel like nothing on earth
Er machte Dummheiten.;He cut a caper.
Holen Sie mir die Akte!;Get me the file!
es gehört sich nicht;it's bad manners
Der Schein trügt.;Appearances are deceiving / deceptive.
auf und ab;up and down
Aus welchem Grund?;For what reason?
die Kosten berechnen;to count the cost
auf dem Holzweg sein;to be on the wrong track / to be off the track / to get the wrong end of the stick
der bloße Gedanke (daran);the very thought (of it)
Merkmal;distinguishing mark
falls es regnet;in case it rains
Eintritt verboten!;Keep out!
Veränderungen vorbehalten;subject to change without notice
Wer ist einverstanden?;Who is in favour?
eine Frage aufwerfen;to raise a question
Wollen Sie gefälligst den Mund halten!;Will you kindly shut up!
unter Waffen stehen;to be under arms
immer schlechter / immer schlimmer;from bad to worse
Ich weiß davon.;I know about it.
rundheraus;direct and straight forward
die Geduld verlieren;to lose one's temper
essbar;fit to eat
verdammt ähnlich;bloody similar
Er pfeift aus dem letzten Loch.;He's on his last legs.
schmecken nach;to flavour of
Das kannst du mir nicht weismachen! / Erzähl das jemand anderem!;Tell that to the marines!
Ich ließ sie Platz nehmen.;I had her sit down.
ein Name, der Wunder wirkt;a name to conjure with
zur Diskussion stehen;to be under consideration
sich gewöhnen an;to get used to
Sie kann gut rechnen.;She's good at sums.
ungehobelt;rough and ready
Das war nicht meine Absicht.;Such was not my intention.
im Großen und Ganzen;in the main
fern jeder Zivilisation;far from any semblance of civilization
ein gutes Geschäft;a good stroke of business
um alles in der Welt;for the world
Worauf willst du hinaus? / Worauf wollen Sie hinaus?;What are you driving at?
ziemlich verrückt;kind of mad
wütend sein auf;to be mad at
die ganze Sippschaft;the whole boiling
Er meint es ernst!;He means business!
Pflichtbesuch;duty call
Es hat keinen Zweck!;It serves no purpose!
Das ist schon ein großer Vorteil.;That's half the battle.
Sie tut mir Leid.;I'm sorry for her.
Ein leichter Wind ist aufgekommen.;A breeze has sprung up.
Effekthascherei;straining after effect
das letzte Wort haben;to have the final say / to have the last laugh
den Zug erreichen;to catch the train
mit hohem Gewinn;at a high profit
Überlassen Sie es mir!;Leave it to me!
auf Zeit spielen / Zeit zu gewinnen suchen;to play for time
Was nützt das schon?;What's the use anyhow?
irgendwo;some place
Er schrieb einen Roman mit Pfiff.;He wrote a novel with a kick.
eine spitze Bemerkung;a pointed remark
ein Nervenbündel;a bag of nerves
Ich habe die Streiks satt.;I'm fed up with strikes.
sich dumm stellen;to play possum
Ich habe es nur zum Spaß gesagt.;I only said it in fun.
Ich klebe die Marke darauf.;I stick on the stamp.
Ich bitte ums Wort.;May I have the floor?
eine etwa zwanzigjährige Erfahrung;some twenty years of experience
Das ist der absolute Hammer!;That's just about the limit!
es leuchtet ein;it stands to reason
aus erster Hand;at first hand
Rasen betreten verboten!;Keep off the grass!
die Schnauze voll haben;to be fed up to the back teeth
Es eilt nicht.;There's no hurry.
eine bewährte Methode;an approved method
Lass das!;Drop it!
Passen Sie gut auf!;Pay close attention!
leben wie Gott in Frankreich;to live the life of Riley
ein Schläfchen machen;to take a nap
ins Wasser fallen;to fall through
Ich ließ es erledigen.;I had it done.
Geben Sie Acht auf seine Worte!;Pay heed to what he says!
das Tanzbein schwingen;to shake a leg
Der Gedanke drängt sich auf.;The idea suggests itself.
Gar nicht so übel!;Not so dusty! / Not half bad!
Ich bin anderer Ansicht.;I beg to differ.
die Straße entlang;along the road
Um was handelt es sich?;What's it all about?
Haben Sie die Sache erledigt?;Did you straighten out the matter?
Er machte Ernst.;He took the gloves.
Er ist nicht mehr hier.;He isn't here any more.
von amtlicher Seite;from official quarters
Gib ihm Saures!;Give him beans!
die Beine in die Hand nehmen;to take to one's heels
in der Klemme sitzen;to be caught / stuck between a rock and a hard place / to be in a tight squeeze / to be in the tight corner / to be up a gum tree / to hold the wolf by the ears
Ich verbitte mir solche Ausdrücke!;Language, Sir!
Wir schliefen im Freien.;We slept out of doors.
einen Zeugen vernehmen;to hear a witness
Er ist nun einmal so.;He is like that.
Winkeladvokat;hack lawyer
Es ist meine Schuld.;It's my fault.
in gewissem Maße;in some degree
Das habe ich selbst gemacht.;This is of my own making.
Wurden Sie an die Luft gesetzt?;Did you get the sack?
Sie war beleidigt.;She was offended.
ein nachdenkliches Schweigen;a pondering silence
Fort mit dir!;Off you go!
Ich habe den Anschluss verpasst.;I missed the connection.
Sie ist eine Frühaufsteherin.;She's an early bird.
finstere Gedanken;dark thoughts
Sein Vorschlag passt mir gar nicht.;I don't like his suggestion at all.
in Beantwortung Ihres Schreibens;in reply to your letter
auf großem Fuß leben;to live like a lord
Ich habe nichts einzuwenden.;I have no objections.
sich Hoffnungen hingeben;to cherish hopes
aufgekratzt;full of vim
trotzdem;all the same
Tatsachen verdrehen;to give a false colour
Er kam ihr zu Hilfe.;He came to her aid.
Nimm alles!;Take the lot!
Spielregeln;laws of the game
Ich kann es mir nicht leisten.;I can't afford it.
Es macht mir Angst.;It gives me the willies. fam
Ich hab es gerade geschafft! / Ich schaffte es gerade noch!;I just managed it!
Stumpf und Stiel;root and branch
mit guten Umgangsformen;of good address
kündigen;to give notice
Sie machte große Augen.;She looked surprised.
Hat sie Fieber?;Has she a temperature?
Er sah seinem Schicksal ruhig entgegen.;He met his fate calmly.
Nur abwarten! / Warte ab!;Wait and see!
auf der Stelle / sofort;right away / then and there / on the spot
seinen Senf dazugeben;to put one's oar in / to put in one’s two cents worth / to put in one’s two pennies worth (British)
bürgen für;to answer for
Das ist schon wahr.;That's true, of course.
etwas loswerden;to get rid of something
Ortsgespräch;local call
gut zusammenpassen;to be a good match
zu den Sternen greifen;to hitch one's wagon to a star
mitten in der Nacht;at the dead of night
mit Ach und Krach / mit Hängen und Würgen / mit knapper Not;by the skin of one's teeth
kein Blatt vor den Mund nehmen;not to mince matters
Sie wurden Freunde.;They got to be friends.
Das ist unbeschreiblich!;It beggars description!
Jetzt ist alles aus!;That's torn it!
Wen kümmert es?;Who cares?
über Nacht bleiben;to stay overnight
Es lässt mich kalt.;It leaves me cold.
in Streik treten;to go on strike
Ich dachte es mir.;I kind of thought.
Sie ist stocktaub.;She is as deaf as a doornail.
Die Sache hat einen Haken.;There's a rub in it.
ich darf wohl sagen / ich könnte mir denken / ich wage zu sagen / vermutlich;I dare say
Er erledigte es im Handumdrehen.;He managed it in the twinkling of an eye.
zu spät kommen;to be late
sich eine Meinung bilden;to form an opinion
ausgestellt sein;to be on display
Eintritt frei!;Admission free!
Die Nachricht jagte mir einen Schrecken ein.;The news made me jump.
zur Sache kommen;to come to business / to get down to brass tacks
Hau ab!;Hit the road! / Hook it!
an etwas beteiligt sein;to be involved in something
das ist Pech;that's bad luck
Es gibt noch viel zu tun!;There's still a lot to be done!
sich erkälten;to catch a cold
eine Verabredung treffen;to make an appointment
aufgedonnert sein / aufgetakelt sein;to be dressed to kill
Jetzt reicht es mir aber!;That's the last straw!
Heul nicht ständig!;Don't keep crying!
unter der Hand;on the quiet
bis jetzt;up to now
Kümmern Sie sich nicht darum!;Don't bother about it!
Schlange stehen;to stand in line
gegen die Wellen ankämpfen;to breast the waves
Die Sache gefällt mir ganz und gar nicht! / Die Sache gefällt mir nicht!;I don't like the look of it!
nicht der Rede wert;nothing to speak of
ganz abgelegen;miles from anywhere
an die Decke gehen;to hit the roof
Er ist dumm wie Bohnenstroh.;He's as thick as two short planks.
für ein Butterbrot / zu einem Spottpreis;for a song
Das muss gefeiert werden!;This calls for a celebration!
Zieh die Vorhänge zu!;Draw the curtains!
Die Maschine läuft mit Wechselstrom.;The machine runs on AC.
Bemühe dich nicht! / Machen Sie sich keine Umstände!;Don't bother!
Geschäfte abwickeln;to wind up affairs
ein Verbrechen begehen;to commit a crime
Das ist mir zu hoch!;That's too deep for me! / That beats me! / That's beyond me!
Sein Gehalt wurde gekürzt.;His salary was cut.
Er muss Lehrgeld bezahlen.;He learns the hard way.
Er verlor dabei.;He came off a loser.
für immer weggehen;to leave for good
ungelernter Arbeiter;unskilled worker
Selbstkosten;original costs
Sie verlangten ihr Geld zurück.;They claimed their money back.
auf die Pauke hauen;to paint the town red
Er warf das Geld zum Fenster hinaus.;He poured the money down the drain.
Darüber lässt sich reden.;That's a matter of argument.
Sie müssen sich entschuldigen.;You must apologize.
Das heißt nicht viel.;That doesn't mean a lot.
Er arbeitet nach Vorschrift.;He works to rule.
für Frau und Kinder sorgen;to keep a wife and family
angetrunkener Mut;dutch courage
nach dem Tode;beyond the veil
Personenzug;local train
schreckensbleich;green with fear
